call_id,customer_id,call_duration_seconds,call_time_of_day,call_outcome,order_value_vnd,agent_id,follow_up_required
CALL-77727,CUST-85908,31,Afternoon (13-17h),No Answer,0,AGT-008,False
CALL-85757,CUST-85908,83,Afternoon (13-17h),Call Back Later,0,AGT-010,True
CALL-24565,CUST-85908,26,Noon (11-13h),Success,686000,AGT-012,False
CALL-34509,CUST-85908,100,Morning (8-11h),No Answer,0,AGT-002,True
CALL-57745,CUST-80584,124,Afternoon (13-17h),Success,984000,AGT-003,False
CALL-28462,CUST-80584,259,Morning (8-11h),Not Interested,0,AGT-013,False
CALL-72744,CUST-80584,173,Afternoon (13-17h),Not Interested,0,AGT-001,False
CALL-66965,CUST-80584,215,Afternoon (13-17h),Success,2500000,AGT-004,False
CALL-48635,CUST-80584,99,Morning (8-11h),Call Back Later,0,AGT-002,True
CALL-85055,CUST-80584,396,Afternoon (13-17h),Success,607000,AGT-003,False
CALL-27081,CUST-80584,27,Afternoon (13-17h),Not Interested,0,AGT-003,False
CALL-82049,CUST-60446,103,Noon (11-13h),Success,1085000,AGT-009,False
CALL-69184,CUST-60446,99,Afternoon (13-17h),Call Back Later,0,AGT-001,True
CALL-63364,CUST-40074,60,Evening (17-20h),No Answer,0,AGT-003,False
CALL-88222,CUST-40074,293,Afternoon (13-17h),Success,829000,AGT-006,False
CALL-60047,CUST-40074,5,Morning (8-11h),No Answer,0,AGT-012,False
CALL-63553,CUST-40074,41,Noon (11-13h),Call Back Later,0,AGT-008,True
CALL-41365,CUST-40074,124,Evening (17-20h),Success,485000,AGT-005,False
CALL-55081,CUST-40074,87,Noon (11-13h),Call Back Later,0,AGT-002,True
CALL-25816,CUST-40074,105,Morning (8-11h),No Answer,0,AGT-019,True
CALL-46016,CUST-40074,46,Morning (8-11h),Not Interested,0,AGT-010,False
CALL-34835,CUST-14761,70,Afternoon (13-17h),Success,754000,AGT-001,False
CALL-27772,CUST-14761,249,Morning (8-11h),Call Back Later,0,AGT-002,True
CALL-26518,CUST-14761,184,Afternoon (13-17h),Success,1271000,AGT-007,False
CALL-28543,CUST-14761,111,Afternoon (13-17h),Call Back Later,0,AGT-006,True
CALL-25389,CUST-14761,207,Evening (17-20h),Success,939000,AGT-006,False
CALL-22542,CUST-14761,241,Afternoon (13-17h),Success,871000,AGT-003,False
CALL-77438,CUST-69484,446,Evening (17-20h),Success,705000,AGT-018,False
CALL-36432,CUST-10565,199,Morning (8-11h),Not Interested,0,AGT-001,False
CALL-91526,CUST-10565,233,Evening (17-20h),Success,1079000,AGT-001,False
CALL-23294,CUST-10565,55,Morning (8-11h),Not Interested,0,AGT-002,False
CALL-24406,CUST-10565,162,Morning (8-11h),Success,1191000,AGT-013,False
CALL-97527,CUST-10565,119,Evening (17-20h),Success,706000,AGT-017,False
CALL-42868,CUST-64692,239,Afternoon (13-17h),Success,462000,AGT-002,False
CALL-37742,CUST-32585,229,Noon (11-13h),Call Back Later,0,AGT-001,True
CALL-88545,CUST-20336,223,Afternoon (13-17h),Success,992000,AGT-009,False
CALL-76550,CUST-33310,282,Afternoon (13-17h),Call Back Later,0,AGT-012,True
CALL-20649,CUST-56694,174,Afternoon (13-17h),Success,368000,AGT-008,False
CALL-25499,CUST-56694,60,Afternoon (13-17h),No Answer,0,AGT-001,False
CALL-24292,CUST-48170,188,Afternoon (13-17h),Success,350000,AGT-003,False
CALL-46323,CUST-48170,236,Evening (17-20h),Success,2410000,AGT-007,False
CALL-65806,CUST-48170,242,Evening (17-20h),Not Interested,0,AGT-001,False
CALL-22591,CUST-48170,79,Afternoon (13-17h),No Answer,0,AGT-001,False
CALL-60066,CUST-48170,12,Afternoon (13-17h),Not Interested,0,AGT-004,False
CALL-17396,CUST-48170,321,Morning (8-11h),Success,1911000,AGT-001,False
CALL-95535,CUST-48170,72,Afternoon (13-17h),Not Interested,0,AGT-015,False
CALL-53046,CUST-48170,102,Evening (17-20h),Success,1213000,AGT-004,False
CALL-53996,CUST-53463,87,Afternoon (13-17h),Success,1544000,AGT-008,False
CALL-39371,CUST-53463,137,Noon (11-13h),Success,1042000,AGT-020,False
CALL-65136,CUST-66838,88,Afternoon (13-17h),Not Interested,0,AGT-001,False
CALL-16763,CUST-66838,127,Morning (8-11h),Success,1568000,AGT-013,False
CALL-99693,CUST-66838,55,Morning (8-11h),Call Back Later,0,AGT-001,True
CALL-97811,CUST-75059,294,Evening (17-20h),Success,690000,AGT-018,False
CALL-61865,CUST-75059,179,Morning (8-11h),Success,431000,AGT-009,False
CALL-29492,CUST-75059,126,Afternoon (13-17h),Success,1483000,AGT-002,False
CALL-90419,CUST-75059,7,Noon (11-13h),No Answer,0,AGT-001,True
CALL-88676,CUST-75059,45,Morning (8-11h),Not Interested,0,AGT-006,False
CALL-40729,CUST-75059,207,Morning (8-11h),Not Interested,0,AGT-002,False
CALL-80577,CUST-75059,52,Afternoon (13-17h),Success,1025000,AGT-020,False
CALL-63384,CUST-90362,166,Morning (8-11h),Success,697000,AGT-011,False
CALL-32416,CUST-90362,90,Morning (8-11h),Not Interested,0,AGT-015,False
CALL-76388,CUST-90362,126,Afternoon (13-17h),Call Back Later,0,AGT-001,True
CALL-91410,CUST-90362,93,Evening (17-20h),Not Interested,0,AGT-011,False
CALL-44574,CUST-90362,101,Afternoon (13-17h),Success,1211000,AGT-001,False
CALL-31782,CUST-69362,202,Afternoon (13-17h),Success,1917000,AGT-004,False
CALL-40297,CUST-69362,207,Noon (11-13h),Success,350000,AGT-003,False
CALL-83923,CUST-69362,136,Afternoon (13-17h),Success,1448000,AGT-013,False
CALL-78127,CUST-69362,211,Morning (8-11h),Success,700000,AGT-018,False
CALL-39266,CUST-69362,32,Morning (8-11h),Not Interested,0,AGT-004,False
CALL-50552,CUST-16908,116,Afternoon (13-17h),Success,350000,AGT-002,True
CALL-64469,CUST-60132,81,Evening (17-20h),Success,594000,AGT-008,False
CALL-43201,CUST-60132,78,Evening (17-20h),Success,1709000,AGT-006,False
CALL-75065,CUST-60132,71,Noon (11-13h),Success,1709000,AGT-012,False
CALL-66139,CUST-60132,269,Evening (17-20h),Success,806000,AGT-002,False
CALL-89082,CUST-60132,44,Morning (8-11h),Not Interested,0,AGT-005,False
CALL-90109,CUST-60132,71,Morning (8-11h),Not Interested,0,AGT-004,False
CALL-43857,CUST-60132,136,Afternoon (13-17h),Success,1073000,AGT-002,False
CALL-39461,CUST-36321,75,Afternoon (13-17h),Success,568000,AGT-005,False
CALL-51358,CUST-36321,74,Morning (8-11h),Not Interested,0,AGT-014,False
CALL-96916,CUST-36321,84,Afternoon (13-17h),Not Interested,0,AGT-008,False
CALL-73553,CUST-95595,182,Morning (8-11h),Success,350000,AGT-012,False
CALL-55987,CUST-95595,281,Evening (17-20h),Success,947000,AGT-006,False
CALL-38177,CUST-95595,205,Afternoon (13-17h),Success,1142000,AGT-016,False
CALL-58493,CUST-95595,423,Evening (17-20h),Success,899000,AGT-003,False
CALL-24999,CUST-95595,366,Afternoon (13-17h),Success,1979000,AGT-006,False
CALL-56801,CUST-95595,18,Afternoon (13-17h),Not Interested,0,AGT-006,False
CALL-11124,CUST-95595,273,Evening (17-20h),Success,787000,AGT-001,False
CALL-84572,CUST-95595,358,Afternoon (13-17h),Success,719000,AGT-013,False
CALL-83343,CUST-52660,177,Noon (11-13h),Success,759000,AGT-016,False
CALL-17508,CUST-20689,102,Noon (11-13h),Success,820000,AGT-005,False
CALL-27197,CUST-20689,53,Noon (11-13h),No Answer,0,AGT-004,False
CALL-57342,CUST-20689,194,Morning (8-11h),No Answer,0,AGT-006,False
CALL-29884,CUST-35959,34,Evening (17-20h),No Answer,0,AGT-014,False
CALL-91156,CUST-35959,130,Afternoon (13-17h),Success,1683000,AGT-001,False
CALL-93922,CUST-35959,600,Afternoon (13-17h),Success,1327000,AGT-001,False
CALL-43694,CUST-74282,27,Morning (8-11h),Not Interested,0,AGT-002,False
CALL-59083,CUST-74282,133,Evening (17-20h),Success,859000,AGT-020,False
CALL-55274,CUST-74282,242,Morning (8-11h),Call Back Later,0,AGT-003,True
CALL-36330,CUST-74282,147,Afternoon (13-17h),Success,796000,AGT-007,False
CALL-92108,CUST-74282,196,Evening (17-20h),Success,1112000,AGT-013,True
CALL-86989,CUST-16814,28,Morning (8-11h),Call Back Later,0,AGT-006,True
CALL-12917,CUST-16814,412,Afternoon (13-17h),Success,1207000,AGT-001,False
CALL-96346,CUST-16814,143,Afternoon (13-17h),Not Interested,0,AGT-008,False
CALL-20685,CUST-16814,36,Afternoon (13-17h),Not Interested,0,AGT-004,False
CALL-80434,CUST-16814,234,Noon (11-13h),Success,350000,AGT-006,False
CALL-88423,CUST-16814,405,Afternoon (13-17h),Success,871000,AGT-009,False
CALL-89794,CUST-16814,93,Evening (17-20h),No Answer,0,AGT-002,False
CALL-34544,CUST-16814,112,Morning (8-11h),Call Back Later,0,AGT-001,True
CALL-91292,CUST-16814,275,Morning (8-11h),Success,723000,AGT-017,False
CALL-81329,CUST-48804,225,Morning (8-11h),Success,1370000,AGT-010,False
CALL-56856,CUST-48804,60,Evening (17-20h),Not Interested,0,AGT-009,False
CALL-47936,CUST-48804,12,Afternoon (13-17h),No Answer,0,AGT-006,False
CALL-73985,CUST-72071,411,Afternoon (13-17h),Success,1528000,AGT-005,False
CALL-12069,CUST-72071,85,Morning (8-11h),No Answer,0,AGT-011,False
CALL-80070,CUST-72071,41,Noon (11-13h),Call Back Later,0,AGT-001,True
CALL-24443,CUST-58823,65,Afternoon (13-17h),Call Back Later,0,AGT-010,True
CALL-29043,CUST-58823,320,Morning (8-11h),Success,1012000,AGT-017,False
CALL-26207,CUST-58823,5,Afternoon (13-17h),No Answer,0,AGT-012,False
CALL-55029,CUST-58823,270,Morning (8-11h),Success,350000,AGT-019,False
CALL-91432,CUST-58823,177,Afternoon (13-17h),Call Back Later,0,AGT-004,True
CALL-62449,CUST-67474,99,Morning (8-11h),Success,1088000,AGT-015,False
CALL-86382,CUST-96668,135,Evening (17-20h),Success,772000,AGT-009,False
CALL-36211,CUST-13117,215,Evening (17-20h),Success,942000,AGT-014,False
CALL-31715,CUST-13117,89,Morning (8-11h),No Answer,0,AGT-001,False
CALL-93603,CUST-49036,65,Afternoon (13-17h),Success,350000,AGT-001,False
CALL-33102,CUST-49036,206,Morning (8-11h),Not Interested,0,AGT-011,False
CALL-54290,CUST-49036,147,Afternoon (13-17h),Success,1399000,AGT-005,False
CALL-18221,CUST-49036,335,Afternoon (13-17h),Success,1098000,AGT-001,False
CALL-68164,CUST-49036,315,Afternoon (13-17h),Success,1195000,AGT-001,False
CALL-60414,CUST-49036,99,Afternoon (13-17h),No Answer,0,AGT-001,False
CALL-96446,CUST-49036,121,Morning (8-11h),Success,992000,AGT-002,True
CALL-76729,CUST-49036,302,Afternoon (13-17h),Success,1600000,AGT-020,True
CALL-77916,CUST-49036,245,Evening (17-20h),No Answer,0,AGT-005,False
CALL-70779,CUST-49036,182,Morning (8-11h),Success,671000,AGT-019,False
CALL-88576,CUST-57377,278,Morning (8-11h),Success,1008000,AGT-001,False
CALL-29822,CUST-97306,31,Morning (8-11h),Call Back Later,0,AGT-004,True
CALL-10174,CUST-77959,181,Afternoon (13-17h),Call Back Later,0,AGT-005,True
CALL-48650,CUST-77959,56,Evening (17-20h),Not Interested,0,AGT-013,False
CALL-82717,CUST-12309,231,Morning (8-11h),Success,2295000,AGT-001,False
CALL-95278,CUST-12309,178,Morning (8-11h),Success,754000,AGT-004,False
CALL-51098,CUST-12309,269,Evening (17-20h),Success,609000,AGT-002,False
CALL-30966,CUST-12309,321,Afternoon (13-17h),Not Interested,0,AGT-012,False
CALL-85313,CUST-12309,38,Noon (11-13h),Not Interested,0,AGT-004,False
CALL-85506,CUST-12309,183,Afternoon (13-17h),Success,638000,AGT-001,False
CALL-69178,CUST-12309,78,Morning (8-11h),No Answer,0,AGT-001,False
CALL-68337,CUST-12309,215,Afternoon (13-17h),Success,1141000,AGT-001,False
CALL-45956,CUST-57500,75,Morning (8-11h),Call Back Later,0,AGT-001,True
CALL-49418,CUST-57500,80,Afternoon (13-17h),Success,939000,AGT-002,False
CALL-58221,CUST-57500,142,Afternoon (13-17h),Success,506000,AGT-016,False
CALL-76131,CUST-46508,36,Noon (11-13h),No Answer,0,AGT-007,False
CALL-30030,CUST-46508,57,Afternoon (13-17h),Not Interested,0,AGT-002,False
CALL-82014,CUST-98358,195,Evening (17-20h),Success,943000,AGT-001,False
CALL-83559,CUST-98358,375,Afternoon (13-17h),Not Interested,0,AGT-002,False
CALL-54656,CUST-98358,18,Morning (8-11h),Not Interested,0,AGT-012,False
CALL-66068,CUST-98358,71,Morning (8-11h),Success,1030000,AGT-001,True
CALL-21157,CUST-98358,169,Morning (8-11h),Success,1170000,AGT-010,False
CALL-55782,CUST-52451,24,Afternoon (13-17h),No Answer,0,AGT-013,False
CALL-94619,CUST-52451,102,Morning (8-11h),Success,477000,AGT-009,False
CALL-46627,CUST-52451,155,Morning (8-11h),Success,1294000,AGT-005,False
CALL-93703,CUST-89479,125,Evening (17-20h),Success,688000,AGT-002,False
CALL-23321,CUST-89479,85,Afternoon (13-17h),Success,350000,AGT-008,False
CALL-99701,CUST-89479,31,Noon (11-13h),Not Interested,0,AGT-005,False
CALL-48731,CUST-89479,547,Afternoon (13-17h),No Answer,0,AGT-001,False
CALL-57833,CUST-89479,68,Afternoon (13-17h),Call Back Later,0,AGT-019,True
CALL-67764,CUST-89479,226,Afternoon (13-17h),Success,350000,AGT-011,False
CALL-66186,CUST-89479,198,Evening (17-20h),Success,1966000,AGT-001,False
CALL-52319,CUST-89479,103,Afternoon (13-17h),Not Interested,0,AGT-003,False
CALL-67449,CUST-57145,86,Afternoon (13-17h),Success,1571000,AGT-007,False
CALL-41218,CUST-57145,34,Morning (8-11h),No Answer,0,AGT-014,False
CALL-78887,CUST-57145,252,Morning (8-11h),Success,764000,AGT-007,False
CALL-26529,CUST-98960,268,Afternoon (13-17h),Success,1120000,AGT-001,False
CALL-55992,CUST-98960,107,Morning (8-11h),Success,1467000,AGT-008,True
CALL-59402,CUST-98960,72,Evening (17-20h),Call Back Later,0,AGT-005,True
CALL-79037,CUST-98960,51,Afternoon (13-17h),Not Interested,0,AGT-004,True
CALL-97122,CUST-98960,114,Morning (8-11h),Call Back Later,0,AGT-007,True
CALL-46066,CUST-98960,60,Morning (8-11h),No Answer,0,AGT-016,False
CALL-99540,CUST-98960,142,Morning (8-11h),Success,827000,AGT-001,True
CALL-31214,CUST-98960,158,Afternoon (13-17h),Success,1022000,AGT-003,False
CALL-80073,CUST-98960,159,Noon (11-13h),Not Interested,0,AGT-006,False
CALL-17386,CUST-98960,53,Afternoon (13-17h),Success,486000,AGT-005,False
CALL-77708,CUST-98960,58,Noon (11-13h),No Answer,0,AGT-013,False
CALL-98819,CUST-98960,105,Afternoon (13-17h),Not Interested,0,AGT-007,True
CALL-83591,CUST-42811,248,Noon (11-13h),Success,755000,AGT-001,False
CALL-92228,CUST-42811,159,Noon (11-13h),Success,986000,AGT-003,False
CALL-38276,CUST-42811,49,Morning (8-11h),Success,705000,AGT-005,False
CALL-59864,CUST-42811,162,Afternoon (13-17h),Success,888000,AGT-006,False
CALL-44315,CUST-42811,209,Afternoon (13-17h),Success,411000,AGT-003,False
CALL-39285,CUST-39743,277,Morning (8-11h),Not Interested,0,AGT-012,False
CALL-62142,CUST-39743,81,Afternoon (13-17h),Success,421000,AGT-013,False
CALL-53641,CUST-39743,130,Noon (11-13h),Success,1066000,AGT-011,False
CALL-78411,CUST-39743,56,Morning (8-11h),Call Back Later,0,AGT-007,True
CALL-28367,CUST-39743,43,Afternoon (13-17h),Call Back Later,0,AGT-003,True
CALL-39273,CUST-39743,242,Afternoon (13-17h),Success,2121000,AGT-011,False
CALL-69086,CUST-39743,59,Noon (11-13h),Not Interested,0,AGT-002,False
CALL-37531,CUST-55985,127,Afternoon (13-17h),Success,552000,AGT-002,False
CALL-34319,CUST-55967,185,Afternoon (13-17h),Success,1024000,AGT-001,False
CALL-18138,CUST-55967,142,Afternoon (13-17h),Not Interested,0,AGT-018,False
CALL-57979,CUST-55967,30,Afternoon (13-17h),Call Back Later,0,AGT-007,True
CALL-59721,CUST-55967,108,Afternoon (13-17h),Success,1553000,AGT-001,False
CALL-30646,CUST-55967,205,Afternoon (13-17h),Success,2500000,AGT-020,False
CALL-65522,CUST-55967,109,Morning (8-11h),Success,1834000,AGT-017,True
CALL-55811,CUST-55967,113,Afternoon (13-17h),Call Back Later,0,AGT-003,True
CALL-67923,CUST-55967,229,Morning (8-11h),Success,2500000,AGT-003,False
CALL-71658,CUST-55967,192,Morning (8-11h),Success,640000,AGT-001,False
CALL-82434,CUST-55967,82,Evening (17-20h),Success,718000,AGT-012,False
CALL-95814,CUST-55967,325,Afternoon (13-17h),Not Interested,0,AGT-004,False
CALL-94062,CUST-55967,61,Noon (11-13h),Success,983000,AGT-006,False
CALL-44451,CUST-55967,79,Afternoon (13-17h),No Answer,0,AGT-006,False
CALL-15320,CUST-55967,126,Noon (11-13h),Success,527000,AGT-015,False
CALL-63332,CUST-55967,185,Noon (11-13h),Success,1714000,AGT-018,False
CALL-50068,CUST-55967,292,Afternoon (13-17h),Success,2500000,AGT-007,False
CALL-27303,CUST-49226,81,Afternoon (13-17h),Not Interested,0,AGT-001,False
CALL-59124,CUST-35891,129,Afternoon (13-17h),No Answer,0,AGT-006,False
CALL-37493,CUST-94989,325,Morning (8-11h),Call Back Later,0,AGT-005,True
CALL-74368,CUST-94989,240,Afternoon (13-17h),Success,698000,AGT-001,False
CALL-95986,CUST-94989,164,Noon (11-13h),Success,449000,AGT-002,False
CALL-67818,CUST-18665,142,Afternoon (13-17h),Success,1561000,AGT-009,False
CALL-41956,CUST-18665,26,Noon (11-13h),Success,1234000,AGT-002,False
CALL-78713,CUST-18665,183,Afternoon (13-17h),Success,962000,AGT-011,False
CALL-34736,CUST-89488,87,Afternoon (13-17h),Success,1379000,AGT-001,False
CALL-80269,CUST-89488,262,Evening (17-20h),Success,1270000,AGT-008,False
CALL-44115,CUST-89488,137,Evening (17-20h),Not Interested,0,AGT-005,False
CALL-72560,CUST-82031,36,Morning (8-11h),Call Back Later,0,AGT-014,True
CALL-64883,CUST-82031,49,Evening (17-20h),Call Back Later,0,AGT-011,True
CALL-42662,CUST-82031,458,Noon (11-13h),Call Back Later,0,AGT-001,True
CALL-45969,CUST-82031,192,Afternoon (13-17h),Success,1191000,AGT-001,False
CALL-73672,CUST-82031,78,Afternoon (13-17h),No Answer,0,AGT-008,False
CALL-65819,CUST-82031,143,Afternoon (13-17h),Success,864000,AGT-018,False
CALL-29529,CUST-82031,105,Afternoon (13-17h),Success,2236000,AGT-001,False
CALL-59240,CUST-60313,260,Noon (11-13h),Success,752000,AGT-003,False
CALL-98265,CUST-60313,207,Afternoon (13-17h),Success,355000,AGT-006,False
CALL-38699,CUST-60313,600,Afternoon (13-17h),Not Interested,0,AGT-019,False
CALL-42383,CUST-60313,158,Morning (8-11h),Not Interested,0,AGT-005,True
CALL-12665,CUST-60313,42,Afternoon (13-17h),Call Back Later,0,AGT-011,True
CALL-61089,CUST-60313,17,Afternoon (13-17h),Not Interested,0,AGT-004,False
CALL-94555,CUST-60313,243,Morning (8-11h),Call Back Later,0,AGT-003,True
CALL-14455,CUST-75198,135,Afternoon (13-17h),Success,1488000,AGT-008,False
CALL-10789,CUST-75198,105,Evening (17-20h),Success,2221000,AGT-007,False
CALL-55701,CUST-14297,53,Afternoon (13-17h),Not Interested,0,AGT-001,False
CALL-39620,CUST-75943,117,Noon (11-13h),Success,1692000,AGT-001,False
CALL-12191,CUST-75943,206,Morning (8-11h),Call Back Later,0,AGT-017,True
CALL-90074,CUST-75943,107,Morning (8-11h),Success,555000,AGT-007,False
CALL-17592,CUST-75943,273,Morning (8-11h),Success,455000,AGT-001,False
CALL-62530,CUST-47263,387,Noon (11-13h),Not Interested,0,AGT-001,False
CALL-31548,CUST-47263,143,Morning (8-11h),No Answer,0,AGT-014,False
CALL-33294,CUST-43490,99,Afternoon (13-17h),Success,744000,AGT-012,False
CALL-71089,CUST-43490,92,Evening (17-20h),Success,754000,AGT-004,True
CALL-22663,CUST-43490,138,Afternoon (13-17h),Success,1465000,AGT-016,False
CALL-40971,CUST-43490,142,Afternoon (13-17h),Success,830000,AGT-002,False
CALL-16732,CUST-43490,159,Afternoon (13-17h),Success,1815000,AGT-019,False
CALL-84421,CUST-43490,25,Evening (17-20h),No Answer,0,AGT-006,False
CALL-47840,CUST-43490,154,Morning (8-11h),Not Interested,0,AGT-003,False
CALL-70008,CUST-43490,151,Evening (17-20h),Success,2430000,AGT-001,False
CALL-38321,CUST-45486,201,Afternoon (13-17h),Success,1712000,AGT-001,False
CALL-22169,CUST-45486,224,Noon (11-13h),Call Back Later,0,AGT-001,True
CALL-10916,CUST-45486,286,Afternoon (13-17h),Success,652000,AGT-004,False
CALL-89835,CUST-45486,164,Evening (17-20h),Success,2500000,AGT-001,False
CALL-72420,CUST-23735,225,Evening (17-20h),Not Interested,0,AGT-004,False
CALL-64538,CUST-23735,165,Afternoon (13-17h),Success,1467000,AGT-017,False
CALL-95399,CUST-23735,282,Evening (17-20h),Success,2073000,AGT-011,False
CALL-65908,CUST-23735,121,Afternoon (13-17h),Success,1159000,AGT-020,False
CALL-72842,CUST-50460,80,Morning (8-11h),No Answer,0,AGT-011,False
CALL-50338,CUST-78626,133,Morning (8-11h),Success,820000,AGT-004,False
CALL-87602,CUST-78626,328,Noon (11-13h),Success,685000,AGT-002,False
CALL-79912,CUST-78626,85,Afternoon (13-17h),No Answer,0,AGT-020,False
CALL-56788,CUST-54124,324,Evening (17-20h),Success,1084000,AGT-006,False
CALL-92364,CUST-54124,170,Morning (8-11h),Success,730000,AGT-003,False
CALL-77838,CUST-54124,241,Morning (8-11h),Success,741000,AGT-013,False
CALL-76633,CUST-54124,182,Afternoon (13-17h),Success,984000,AGT-014,False
CALL-91909,CUST-54124,141,Noon (11-13h),Success,394000,AGT-005,False
CALL-56794,CUST-54124,79,Afternoon (13-17h),No Answer,0,AGT-004,False
CALL-72429,CUST-51073,572,Noon (11-13h),Call Back Later,0,AGT-016,True
CALL-93315,CUST-51073,32,Morning (8-11h),Not Interested,0,AGT-002,False
CALL-78640,CUST-79153,267,Morning (8-11h),Call Back Later,0,AGT-015,True
CALL-15473,CUST-79153,21,Afternoon (13-17h),Call Back Later,0,AGT-013,True
CALL-73539,CUST-11609,365,Morning (8-11h),Success,393000,AGT-001,False
CALL-26052,CUST-11609,206,Morning (8-11h),Success,587000,AGT-001,False
CALL-93782,CUST-11609,61,Noon (11-13h),No Answer,0,AGT-001,False
CALL-82499,CUST-11609,65,Evening (17-20h),Success,788000,AGT-016,False
CALL-44952,CUST-11609,133,Afternoon (13-17h),Success,1157000,AGT-008,False
CALL-46739,CUST-11609,19,Morning (8-11h),No Answer,0,AGT-002,False
CALL-51801,CUST-11609,279,Afternoon (13-17h),Call Back Later,0,AGT-005,True
CALL-46954,CUST-11609,73,Afternoon (13-17h),Success,1445000,AGT-003,False
CALL-58934,CUST-11609,37,Evening (17-20h),Not Interested,0,AGT-017,False
CALL-80468,CUST-91082,247,Evening (17-20h),Call Back Later,0,AGT-002,True
CALL-53025,CUST-91082,15,Afternoon (13-17h),Not Interested,0,AGT-001,False
CALL-70931,CUST-91082,122,Noon (11-13h),Success,1473000,AGT-004,False
CALL-91466,CUST-91082,50,Afternoon (13-17h),No Answer,0,AGT-001,False
CALL-98775,CUST-91082,177,Morning (8-11h),Success,1325000,AGT-014,False
CALL-23346,CUST-91082,283,Afternoon (13-17h),Success,391000,AGT-007,False
CALL-20720,CUST-91082,18,Morning (8-11h),Not Interested,0,AGT-008,False
CALL-25620,CUST-91082,285,Afternoon (13-17h),Success,505000,AGT-002,False
CALL-52924,CUST-95865,109,Afternoon (13-17h),Success,413000,AGT-005,False
CALL-23250,CUST-95865,44,Morning (8-11h),No Answer,0,AGT-002,False
CALL-95272,CUST-95865,41,Afternoon (13-17h),Not Interested,0,AGT-016,False
CALL-58862,CUST-95865,109,Evening (17-20h),Not Interested,0,AGT-007,False
CALL-82639,CUST-95865,15,Afternoon (13-17h),Not Interested,0,AGT-014,False
CALL-53540,CUST-95865,105,Afternoon (13-17h),Success,474000,AGT-001,False
CALL-88037,CUST-95865,117,Afternoon (13-17h),Success,350000,AGT-004,False
CALL-87944,CUST-95865,188,Morning (8-11h),No Answer,0,AGT-006,False
CALL-32369,CUST-95865,266,Afternoon (13-17h),Success,1027000,AGT-003,False
CALL-11583,CUST-55703,200,Evening (17-20h),Success,686000,AGT-003,False
CALL-96923,CUST-55703,330,Morning (8-11h),Success,701000,AGT-008,False
CALL-76269,CUST-55703,51,Afternoon (13-17h),Success,947000,AGT-020,False
CALL-77780,CUST-55703,170,Noon (11-13h),Call Back Later,0,AGT-001,True
CALL-36304,CUST-55703,181,Noon (11-13h),Success,1325000,AGT-004,False
CALL-54566,CUST-55703,325,Morning (8-11h),Success,1357000,AGT-001,False
CALL-98556,CUST-55703,179,Morning (8-11h),Success,857000,AGT-001,False
CALL-11715,CUST-10271,66,Evening (17-20h),Success,794000,AGT-001,False
CALL-71152,CUST-84025,124,Morning (8-11h),Call Back Later,0,AGT-001,True
CALL-72142,CUST-49856,171,Noon (11-13h),Call Back Later,0,AGT-002,True
CALL-25371,CUST-49856,28,Evening (17-20h),No Answer,0,AGT-004,False
CALL-77646,CUST-49856,355,Morning (8-11h),Success,371000,AGT-015,False
CALL-84118,CUST-49856,126,Afternoon (13-17h),Success,1134000,AGT-016,False
CALL-80234,CUST-49856,465,Evening (17-20h),Success,1479000,AGT-001,False
CALL-74396,CUST-49856,34,Evening (17-20h),No Answer,0,AGT-001,True
CALL-46017,CUST-49856,54,Evening (17-20h),No Answer,0,AGT-017,False
CALL-45945,CUST-19880,186,Evening (17-20h),Not Interested,0,AGT-004,False
CALL-62989,CUST-44028,92,Morning (8-11h),Call Back Later,0,AGT-005,True
CALL-29836,CUST-44028,258,Evening (17-20h),Success,1556000,AGT-003,False
CALL-51262,CUST-74361,134,Afternoon (13-17h),No Answer,0,AGT-018,False
CALL-29632,CUST-74361,129,Morning (8-11h),Success,972000,AGT-018,False
CALL-74222,CUST-75461,125,Evening (17-20h),Not Interested,0,AGT-018,False
CALL-55066,CUST-75461,38,Morning (8-11h),Not Interested,0,AGT-009,False
CALL-60664,CUST-75461,137,Morning (8-11h),Success,2500000,AGT-009,False
CALL-92690,CUST-75461,51,Morning (8-11h),No Answer,0,AGT-001,False
CALL-17198,CUST-19234,478,Noon (11-13h),Call Back Later,0,AGT-002,True
CALL-91449,CUST-19234,11,Noon (11-13h),Not Interested,0,AGT-002,False
CALL-40148,CUST-19234,151,Morning (8-11h),Success,1094000,AGT-005,False
CALL-84792,CUST-77117,166,Afternoon (13-17h),Success,709000,AGT-001,False
CALL-87020,CUST-77117,187,Evening (17-20h),Success,2500000,AGT-015,False
CALL-11379,CUST-77117,225,Morning (8-11h),Not Interested,0,AGT-020,False
CALL-15829,CUST-66508,22,Afternoon (13-17h),Call Back Later,0,AGT-005,True
CALL-46071,CUST-60961,171,Evening (17-20h),Success,601000,AGT-003,False
CALL-45699,CUST-60961,118,Morning (8-11h),No Answer,0,AGT-010,False
CALL-80116,CUST-60961,105,Morning (8-11h),No Answer,0,AGT-004,False
CALL-76576,CUST-60961,247,Noon (11-13h),Success,1649000,AGT-004,False
CALL-52836,CUST-60961,303,Morning (8-11h),Success,350000,AGT-011,False
CALL-63375,CUST-60961,32,Morning (8-11h),Success,1134000,AGT-001,False
CALL-90499,CUST-60961,126,Evening (17-20h),Success,1707000,AGT-010,False
