customer_id,age,gender,location,customer_tier,preferred_style,lifetime_purchases
CUST-27388,60,Female,Nha Trang,New,Elegant,1
CUST-80765,48,Male,TP. Hồ Chí Minh,New,Elegant,1
CUST-38706,44,Female,Hà Nội,New,Elegant,1
CUST-88006,58,Female,TP. Hồ Chí Minh,New,Classic,1
CUST-11737,43,Female,TP. Hồ Chí Minh,New,Casual,3
CUST-36815,50,Female,Nha Trang,New,Classic,2
CUST-68277,51,Female,TP. Hồ Chí Minh,Gold,Formal,8
CUST-74446,64,Female,TP. Hồ Chí Minh,Silver,Elegant,5
CUST-67629,49,Male,Nha Trang,Silver,Classic,4
CUST-21542,40,Female,Hà Nội,Silver,Casual,5
CUST-68683,56,Female,Hà Nội,Silver,Casual,6
CUST-38562,46,Female,Nha Trang,New,Formal,0
CUST-99173,52,Female,Đà Nẵng,Silver,Elegant,8
CUST-82729,51,Male,Nha Trang,New,Classic,1
CUST-21060,49,Male,Huế,Silver,Casual,8
CUST-32730,58,Male,Biên Hòa,Gold,Elegant,12
CUST-48690,40,Female,Hà Nội,Gold,Formal,14
CUST-50828,47,Female,Nha Trang,New,Classic,2
CUST-45886,57,Female,Cần Thơ,Silver,Elegant,5
CUST-71241,47,Female,Hà Nội,New,Casual,1
CUST-40102,40,Female,Biên Hòa,New,Casual,4
CUST-45409,57,Female,TP. Hồ Chí Minh,New,Formal,0
CUST-66895,60,Female,Đà Lạt,New,Formal,2
CUST-26662,51,Male,Đà Nẵng,Silver,Elegant,6
CUST-46869,40,Female,Đà Nẵng,New,Casual,2
CUST-39055,57,Male,Hà Nội,New,Sporty,1
CUST-89761,40,Female,Đà Lạt,Gold,Elegant,11
CUST-98358,54,Female,Đà Nẵng,Silver,Classic,6
CUST-54752,44,Female,Hà Nội,New,Formal,2
CUST-61843,42,Female,Hà Nội,Silver,Elegant,3
CUST-73294,48,Female,Nha Trang,Silver,Formal,6
CUST-23147,50,Female,Hà Nội,New,Classic,0
CUST-59405,46,Female,Đà Nẵng,Silver,Formal,4
CUST-88643,56,Male,Hải Phòng,Gold,Casual,12
CUST-45452,48,Female,TP. Hồ Chí Minh,New,Casual,1
CUST-44668,59,Female,Đà Nẵng,New,Casual,0
CUST-74946,54,Female,TP. Hồ Chí Minh,New,Elegant,1
CUST-74613,46,Female,Biên Hòa,Gold,Casual,5
CUST-42217,45,Female,Huế,New,Formal,0
CUST-72837,40,Female,TP. Hồ Chí Minh,New,Sporty,2
CUST-93331,54,Female,Đà Nẵng,Gold,Sporty,16
CUST-41765,49,Female,TP. Hồ Chí Minh,Silver,Casual,3
CUST-36602,40,Female,Biên Hòa,New,Casual,1
CUST-25152,47,Female,TP. Hồ Chí Minh,New,Classic,2
CUST-68046,44,Male,Đà Nẵng,New,Casual,0
CUST-76047,64,Female,Biên Hòa,Gold,Casual,7
CUST-56738,40,Female,Hà Nội,New,Elegant,2
CUST-49831,40,Female,Đà Nẵng,New,Elegant,3
CUST-97233,60,Female,Hà Nội,Silver,Casual,5
CUST-34429,62,Female,Đà Nẵng,New,Classic,0
CUST-75933,46,Female,TP. Hồ Chí Minh,New,Classic,0
CUST-75651,46,Female,Biên Hòa,Gold,Elegant,18
CUST-88501,56,Female,TP. Hồ Chí Minh,New,Formal,0
CUST-35478,40,Female,Hà Nội,Gold,Sporty,12
CUST-49549,40,Male,Huế,Silver,Casual,8
CUST-96902,49,Female,Nha Trang,New,Sporty,2
CUST-13540,64,Female,Hải Phòng,Silver,Formal,4
CUST-61340,48,Male,Cần Thơ,Silver,Elegant,8
CUST-84418,52,Female,TP. Hồ Chí Minh,Silver,Elegant,2
CUST-96749,61,Female,Hải Phòng,Silver,Elegant,6
CUST-69649,68,Female,Hà Nội,New,Elegant,0
CUST-17978,47,Female,Hà Nội,New,Casual,2
CUST-25591,51,Female,Biên Hòa,Silver,Elegant,0
CUST-58892,66,Female,Cần Thơ,New,Formal,2
CUST-40148,40,Female,TP. Hồ Chí Minh,New,Casual,3
CUST-56234,60,Female,Hà Nội,New,Classic,2
CUST-93578,43,Female,Biên Hòa,New,Sporty,4
CUST-64008,52,Female,Hà Nội,Silver,Sporty,4
CUST-51592,50,Female,TP. Hồ Chí Minh,Silver,Casual,4
CUST-16409,44,Male,Hà Nội,Silver,Casual,7
CUST-62758,44,Female,Hà Nội,New,Sporty,3
CUST-67909,54,Female,TP. Hồ Chí Minh,New,Casual,1
CUST-68061,59,Female,Vũng Tàu,Silver,Formal,5
CUST-36648,50,Female,TP. Hồ Chí Minh,New,Elegant,2
CUST-50567,52,Female,TP. Hồ Chí Minh,Silver,Classic,7
CUST-73308,56,Male,Cần Thơ,Silver,Classic,7
CUST-73890,44,Female,Đà Nẵng,New,Elegant,2
CUST-46419,57,Female,Cần Thơ,New,Elegant,3
CUST-38080,58,Female,Hải Phòng,Silver,Elegant,7
CUST-66984,72,Female,Đà Nẵng,New,Elegant,4
CUST-91110,48,Female,Hải Phòng,Gold,Elegant,17
CUST-23477,48,Female,Nha Trang,Silver,Classic,5
CUST-44572,58,Female,Cần Thơ,New,Formal,1
CUST-53707,58,Female,Nha Trang,Silver,Casual,6
CUST-65634,47,Male,Hà Nội,New,Casual,2
CUST-79304,48,Female,Hải Phòng,New,Elegant,0
CUST-23403,56,Female,Cần Thơ,Gold,Formal,14
CUST-48194,45,Female,TP. Hồ Chí Minh,Silver,Elegant,5
CUST-21353,48,Female,Huế,Silver,Classic,5
CUST-80209,52,Male,TP. Hồ Chí Minh,Silver,Classic,5
CUST-50325,59,Female,TP. Hồ Chí Minh,Silver,Formal,5
CUST-44980,47,Female,Huế,New,Sporty,0
CUST-15461,40,Female,TP. Hồ Chí Minh,New,Casual,1
CUST-87274,40,Male,TP. Hồ Chí Minh,New,Casual,1
CUST-34718,41,Female,TP. Hồ Chí Minh,New,Classic,0
CUST-34696,41,Female,Đà Lạt,New,Casual,1
CUST-97418,50,Female,TP. Hồ Chí Minh,Silver,Elegant,4
CUST-58633,42,Female,Hải Phòng,New,Elegant,3
CUST-10203,46,Male,Nha Trang,Silver,Sporty,4
CUST-76352,45,Female,Hải Phòng,Silver,Sporty,6
CUST-66237,48,Female,Biên Hòa,Gold,Classic,16
CUST-35275,62,Female,Nha Trang,New,Elegant,0
CUST-48546,57,Male,TP. Hồ Chí Minh,Gold,Elegant,10
CUST-99320,52,Female,Biên Hòa,Silver,Classic,7
CUST-91302,48,Female,Đà Nẵng,New,Elegant,0
CUST-28538,48,Male,Hà Nội,New,Casual,2
CUST-28654,54,Female,TP. Hồ Chí Minh,New,Elegant,3
CUST-82815,56,Male,Hải Phòng,Silver,Elegant,5
CUST-79851,44,Female,Hà Nội,Silver,Elegant,4
CUST-66093,52,Female,Đà Nẵng,New,Casual,1
CUST-76085,40,Female,TP. Hồ Chí Minh,Silver,Classic,9
CUST-14761,53,Female,Đà Nẵng,New,Classic,2
CUST-64809,58,Female,Hà Nội,New,Casual,0
CUST-67877,49,Female,Huế,Gold,Casual,7
CUST-79928,66,Male,TP. Hồ Chí Minh,Gold,Classic,11
CUST-15025,44,Female,Hà Nội,Silver,Casual,1
CUST-40139,53,Female,TP. Hồ Chí Minh,New,Elegant,1
CUST-92020,51,Female,TP. Hồ Chí Minh,New,Casual,2
CUST-14410,51,Female,Hải Phòng,New,Classic,0
CUST-59219,51,Female,Đà Nẵng,New,Formal,3
CUST-40050,52,Female,Hà Nội,New,Sporty,0
CUST-70022,58,Female,Huế,Gold,Casual,13
CUST-91044,63,Female,TP. Hồ Chí Minh,Silver,Formal,7
CUST-82953,51,Female,Hà Nội,New,Elegant,4
CUST-23457,58,Female,Nha Trang,New,Casual,1
CUST-83876,46,Male,Hải Phòng,New,Elegant,2
CUST-51265,58,Female,Hải Phòng,New,Elegant,3
CUST-42649,45,Female,TP. Hồ Chí Minh,Silver,Classic,5
CUST-75287,60,Female,TP. Hồ Chí Minh,New,Casual,1
CUST-81916,69,Female,Đà Nẵng,Silver,Casual,5
CUST-82040,51,Female,Hà Nội,New,Formal,0
CUST-22549,40,Male,TP. Hồ Chí Minh,New,Classic,2
CUST-97034,47,Male,Vũng Tàu,Gold,Formal,16
CUST-83924,61,Female,Hải Phòng,New,Formal,3
CUST-26484,56,Female,TP. Hồ Chí Minh,New,Formal,2
CUST-68146,53,Female,TP. Hồ Chí Minh,Silver,Elegant,6
CUST-56828,60,Female,Cần Thơ,New,Classic,3
CUST-56542,55,Female,TP. Hồ Chí Minh,New,Casual,3
CUST-45257,61,Female,Hà Nội,New,Sporty,0
CUST-95486,59,Female,Hà Nội,New,Elegant,3
CUST-50942,64,Female,Cần Thơ,Silver,Classic,3
CUST-16317,54,Female,Hải Phòng,New,Classic,3
CUST-63544,59,Female,Hà Nội,Silver,Elegant,2
CUST-90602,49,Female,Hà Nội,Gold,Formal,15
CUST-38310,47,Female,Hải Phòng,New,Elegant,1
CUST-10146,65,Female,Đà Nẵng,New,Classic,2
CUST-90730,53,Female,Hải Phòng,New,Casual,1
CUST-23830,58,Female,Hà Nội,New,Classic,2
CUST-20474,52,Female,Cần Thơ,New,Elegant,5
CUST-43472,47,Female,Biên Hòa,Silver,Casual,4
CUST-12646,52,Female,Đà Nẵng,New,Classic,3
CUST-86989,63,Female,Hà Nội,New,Sporty,2
CUST-32294,56,Female,Hải Phòng,Silver,Casual,7
CUST-24476,40,Female,TP. Hồ Chí Minh,Silver,Sporty,3
CUST-28291,50,Female,Hà Nội,New,Elegant,3
CUST-94521,66,Female,TP. Hồ Chí Minh,New,Casual,2
CUST-58823,50,Female,Đà Lạt,Gold,Classic,10
CUST-42811,40,Female,TP. Hồ Chí Minh,New,Casual,1
CUST-24405,67,Female,Huế,Silver,Classic,7
CUST-22920,57,Female,TP. Hồ Chí Minh,Silver,Elegant,5
CUST-93944,51,Female,TP. Hồ Chí Minh,Silver,Elegant,6
CUST-83474,49,Female,Hà Nội,New,Formal,2
CUST-52451,60,Female,Hải Phòng,New,Formal,1
CUST-17874,47,Female,Hà Nội,New,Elegant,0
CUST-93864,61,Female,TP. Hồ Chí Minh,Silver,Casual,6
CUST-26073,56,Female,TP. Hồ Chí Minh,Silver,Casual,6
CUST-21067,53,Female,TP. Hồ Chí Minh,Silver,Classic,4
CUST-41681,53,Female,Đà Nẵng,Gold,Classic,18
CUST-21604,50,Female,Hà Nội,Gold,Formal,15
CUST-41828,60,Female,TP. Hồ Chí Minh,Silver,Casual,6
CUST-48274,45,Female,Vũng Tàu,New,Casual,0
CUST-82703,40,Female,Hà Nội,New,Casual,1
CUST-57259,56,Female,TP. Hồ Chí Minh,Silver,Casual,2
CUST-44639,57,Female,TP. Hồ Chí Minh,Silver,Elegant,3
CUST-56659,55,Female,TP. Hồ Chí Minh,New,Formal,0
CUST-49774,55,Female,Hải Phòng,Silver,Elegant,2
CUST-53213,49,Female,TP. Hồ Chí Minh,New,Formal,0
CUST-34858,58,Female,TP. Hồ Chí Minh,New,Formal,1
CUST-55597,51,Female,Hải Phòng,Silver,Casual,10
CUST-38927,48,Male,TP. Hồ Chí Minh,New,Casual,3
CUST-78474,49,Female,Biên Hòa,Silver,Elegant,5
CUST-10271,68,Female,Vũng Tàu,Silver,Classic,6
CUST-88221,40,Female,Hà Nội,Silver,Casual,5
CUST-16546,55,Female,TP. Hồ Chí Minh,New,Elegant,0
CUST-92806,40,Female,Hà Nội,Silver,Elegant,9
CUST-13219,51,Male,Hà Nội,New,Sporty,0
CUST-24205,48,Female,TP. Hồ Chí Minh,Silver,Classic,7
CUST-36088,40,Female,Đà Nẵng,New,Classic,3
CUST-31565,55,Female,TP. Hồ Chí Minh,Gold,Elegant,10
CUST-39343,48,Female,TP. Hồ Chí Minh,Silver,Casual,6
CUST-98986,40,Female,TP. Hồ Chí Minh,New,Classic,1
CUST-73424,58,Female,Vũng Tàu,New,Casual,1
CUST-56766,63,Female,Biên Hòa,New,Classic,2
CUST-57121,63,Female,Hà Nội,Silver,Elegant,5
CUST-39894,54,Female,Hải Phòng,Silver,Classic,2
CUST-75818,52,Female,TP. Hồ Chí Minh,Silver,Elegant,9
CUST-87051,62,Male,Hải Phòng,Gold,Formal,12
CUST-60598,65,Female,Đà Nẵng,New,Elegant,2
CUST-85005,61,Female,Đà Lạt,Silver,Elegant,10
CUST-21814,44,Female,Hà Nội,New,Classic,3
CUST-72576,53,Male,TP. Hồ Chí Minh,Silver,Elegant,7
CUST-87445,55,Female,Vũng Tàu,New,Classic,0
CUST-31609,40,Female,Hà Nội,Silver,Classic,3
CUST-26320,55,Female,Hà Nội,New,Sporty,1
CUST-49637,70,Male,Cần Thơ,New,Elegant,0
CUST-15416,57,Female,Nha Trang,New,Classic,0
CUST-46440,63,Female,Hải Phòng,Gold,Casual,14
CUST-67334,53,Female,Nha Trang,Silver,Elegant,8
CUST-25815,51,Female,Hải Phòng,New,Casual,2
CUST-64429,55,Male,Hà Nội,New,Formal,2
CUST-84588,45,Female,Đà Nẵng,New,Casual,1
CUST-25670,44,Female,Nha Trang,Gold,Formal,9
CUST-33310,62,Female,Huế,Gold,Casual,10
CUST-43916,62,Female,TP. Hồ Chí Minh,Silver,Classic,5
CUST-18846,44,Female,Hà Nội,Silver,Formal,4
CUST-74040,59,Female,Nha Trang,New,Elegant,0
CUST-88968,51,Female,TP. Hồ Chí Minh,New,Casual,2
CUST-30524,54,Female,Hà Nội,Silver,Casual,4
CUST-20632,55,Male,Nha Trang,Silver,Formal,7
CUST-45997,59,Female,TP. Hồ Chí Minh,New,Formal,2
CUST-92974,52,Female,TP. Hồ Chí Minh,Silver,Elegant,7
CUST-63172,63,Female,Hà Nội,New,Casual,3
CUST-28226,54,Male,Hà Nội,New,Elegant,2
CUST-13803,56,Female,Nha Trang,New,Casual,2
CUST-78067,45,Female,TP. Hồ Chí Minh,Silver,Casual,6
CUST-12658,69,Female,Hà Nội,Silver,Elegant,4
CUST-76981,55,Male,TP. Hồ Chí Minh,Silver,Formal,10
CUST-19782,57,Male,Hà Nội,Silver,Classic,5
CUST-45681,40,Female,Hà Nội,Silver,Classic,5
CUST-83610,45,Female,TP. Hồ Chí Minh,New,Sporty,1
CUST-42720,61,Female,Đà Nẵng,Silver,Casual,7
CUST-84732,54,Female,Hà Nội,New,Casual,2
CUST-36091,40,Female,TP. Hồ Chí Minh,Silver,Elegant,5
CUST-75206,60,Female,TP. Hồ Chí Minh,New,Elegant,3
CUST-74794,47,Female,TP. Hồ Chí Minh,New,Elegant,0
CUST-56188,63,Male,Hà Nội,Silver,Classic,2
CUST-61495,51,Female,Hà Nội,New,Classic,2
CUST-43053,53,Female,Hà Nội,New,Classic,0
CUST-85092,61,Female,TP. Hồ Chí Minh,Silver,Casual,3
CUST-19402,44,Female,Cần Thơ,Silver,Elegant,5
CUST-98304,44,Female,Hà Nội,New,Casual,2
CUST-50048,50,Male,Nha Trang,New,Formal,2
CUST-32323,58,Female,Cần Thơ,New,Elegant,1
CUST-17211,41,Female,Hà Nội,Silver,Casual,3
CUST-24572,40,Female,Hà Nội,Gold,Elegant,14
CUST-55926,58,Female,Hà Nội,New,Classic,2
CUST-57810,47,Male,Hà Nội,Silver,Casual,3
CUST-45486,48,Female,Đà Nẵng,Silver,Elegant,4
CUST-64369,40,Female,Hà Nội,Gold,Classic,14
CUST-99682,46,Female,Nha Trang,New,Formal,0
CUST-84562,51,Female,TP. Hồ Chí Minh,Silver,Elegant,4
CUST-81979,59,Female,Cần Thơ,Silver,Casual,2
CUST-18549,45,Male,Cần Thơ,New,Casual,3
CUST-47481,65,Female,TP. Hồ Chí Minh,New,Elegant,2
CUST-58743,46,Male,Biên Hòa,New,Casual,0
CUST-29603,46,Female,Vũng Tàu,New,Classic,2
CUST-36842,64,Female,TP. Hồ Chí Minh,Silver,Elegant,7
CUST-92986,53,Male,Hà Nội,Silver,Sporty,9
CUST-22148,47,Female,TP. Hồ Chí Minh,New,Classic,5
CUST-46158,50,Female,TP. Hồ Chí Minh,Gold,Casual,14
CUST-16332,62,Male,Đà Nẵng,New,Elegant,0
CUST-61895,63,Female,TP. Hồ Chí Minh,Gold,Elegant,7
CUST-94024,45,Male,TP. Hồ Chí Minh,New,Casual,1
CUST-41286,51,Female,Cần Thơ,Silver,Casual,6
CUST-96615,52,Male,TP. Hồ Chí Minh,Gold,Elegant,17
CUST-64133,44,Female,Đà Nẵng,Silver,Casual,3
CUST-96811,51,Female,TP. Hồ Chí Minh,Silver,Classic,6
CUST-19277,52,Male,Nha Trang,New,Classic,4
CUST-89501,61,Female,Hải Phòng,Silver,Casual,7
CUST-78130,61,Female,Hà Nội,Silver,Casual,5
CUST-87304,49,Female,Hải Phòng,New,Classic,3
CUST-36596,50,Female,Hà Nội,Gold,Casual,12
CUST-77438,57,Male,Cần Thơ,New,Classic,3
CUST-37572,47,Female,Đà Nẵng,New,Formal,2
CUST-35993,56,Female,TP. Hồ Chí Minh,Gold,Formal,17
CUST-21940,51,Female,Hải Phòng,New,Classic,2
CUST-32260,44,Male,Huế,New,Classic,2
CUST-30637,44,Male,Nha Trang,New,Sporty,2
CUST-19761,63,Male,Đà Nẵng,Silver,Formal,7
CUST-87921,50,Female,Cần Thơ,Gold,Elegant,16
CUST-53696,65,Female,TP. Hồ Chí Minh,New,Elegant,2
CUST-69392,47,Female,Nha Trang,Silver,Classic,7
CUST-67544,54,Female,Nha Trang,Silver,Formal,4
CUST-31584,71,Female,Hà Nội,Silver,Formal,5
CUST-94603,43,Female,TP. Hồ Chí Minh,Silver,Formal,6
CUST-17923,40,Female,TP. Hồ Chí Minh,Gold,Elegant,17
CUST-52463,62,Female,Hà Nội,New,Formal,0
CUST-10756,45,Female,TP. Hồ Chí Minh,New,Elegant,0
CUST-13983,51,Female,Hà Nội,Silver,Classic,5
CUST-21286,47,Female,Đà Nẵng,New,Classic,0
CUST-32881,54,Male,Hà Nội,New,Classic,1
CUST-50103,44,Female,TP. Hồ Chí Minh,New,Classic,2
CUST-51313,50,Male,Hải Phòng,New,Elegant,1
CUST-15031,55,Female,TP. Hồ Chí Minh,Gold,Elegant,19
CUST-56041,43,Female,TP. Hồ Chí Minh,New,Formal,1
CUST-52236,46,Female,Nha Trang,Silver,Elegant,8
CUST-26384,49,Female,Vũng Tàu,Silver,Classic,6
CUST-96054,40,Female,Đà Nẵng,New,Elegant,0
CUST-27824,48,Female,Hà Nội,New,Classic,1
CUST-52166,52,Female,Hà Nội,New,Elegant,2
CUST-34531,48,Male,Biên Hòa,Silver,Casual,3
CUST-40327,49,Female,Hải Phòng,New,Classic,2
CUST-87714,51,Female,Cần Thơ,Silver,Elegant,4
CUST-61532,46,Female,Hải Phòng,New,Formal,1
CUST-76466,57,Female,Hà Nội,New,Elegant,4
CUST-51713,63,Female,TP. Hồ Chí Minh,New,Casual,1
CUST-18726,48,Female,Nha Trang,New,Elegant,2
CUST-27483,55,Female,Huế,New,Formal,3
CUST-31488,50,Female,TP. Hồ Chí Minh,Gold,Elegant,20
CUST-74155,54,Male,Đà Nẵng,New,Classic,4
CUST-94237,64,Male,Hà Nội,Silver,Casual,2
CUST-12089,56,Female,Biên Hòa,Silver,Classic,2
CUST-39948,40,Male,TP. Hồ Chí Minh,Silver,Formal,6
CUST-14125,55,Female,Cần Thơ,Silver,Elegant,6
CUST-70392,61,Female,TP. Hồ Chí Minh,New,Classic,0
CUST-37154,50,Male,Đà Nẵng,Silver,Formal,7
CUST-24368,59,Female,Hải Phòng,New,Formal,1
CUST-39312,46,Female,TP. Hồ Chí Minh,Silver,Classic,3
CUST-21566,40,Female,Nha Trang,New,Classic,2
CUST-77837,53,Female,Đà Lạt,Silver,Casual,6
CUST-44770,40,Female,Huế,Silver,Casual,7
CUST-41998,50,Female,TP. Hồ Chí Minh,Silver,Formal,4
CUST-43280,62,Female,Cần Thơ,New,Formal,3
CUST-39824,40,Female,Đà Nẵng,Silver,Classic,4
CUST-27358,41,Female,Đà Nẵng,Silver,Casual,2
CUST-15971,43,Female,TP. Hồ Chí Minh,New,Classic,2
CUST-51260,51,Male,Đà Nẵng,New,Elegant,3
CUST-54494,49,Female,Hà Nội,New,Formal,1
CUST-92532,63,Female,TP. Hồ Chí Minh,New,Casual,2
CUST-60804,59,Female,Hà Nội,Silver,Elegant,2
CUST-63098,55,Female,TP. Hồ Chí Minh,New,Casual,1
CUST-10899,53,Female,Hà Nội,Silver,Elegant,5
CUST-46101,55,Female,Hà Nội,Silver,Elegant,5
CUST-43943,45,Female,Nha Trang,Silver,Casual,7
CUST-61266,58,Female,Đà Nẵng,Silver,Casual,5
CUST-60420,43,Female,Hà Nội,Silver,Classic,5
CUST-63716,58,Female,Nha Trang,Silver,Elegant,6
CUST-40716,61,Female,Đà Lạt,New,Classic,3
CUST-38161,53,Female,Đà Lạt,Silver,Elegant,4
CUST-65299,50,Female,Nha Trang,Gold,Formal,18
CUST-44824,55,Female,Vũng Tàu,New,Elegant,2
CUST-65484,40,Female,Đà Nẵng,Gold,Formal,17
CUST-88326,54,Female,Biên Hòa,Gold,Elegant,17
CUST-92183,51,Female,Biên Hòa,New,Elegant,1
CUST-73479,51,Female,TP. Hồ Chí Minh,Silver,Classic,2
CUST-81040,57,Female,Huế,Silver,Casual,4
CUST-43283,51,Female,Nha Trang,New,Sporty,1
CUST-97195,42,Female,Nha Trang,New,Classic,0
CUST-96420,50,Female,Đà Lạt,New,Classic,1
CUST-28564,52,Female,TP. Hồ Chí Minh,Silver,Elegant,9
CUST-12042,52,Female,TP. Hồ Chí Minh,New,Casual,0
CUST-50228,53,Female,Hải Phòng,Silver,Classic,9
CUST-75628,60,Female,Cần Thơ,Silver,Formal,7
CUST-48041,43,Female,Huế,Silver,Classic,10
CUST-28040,53,Female,Huế,New,Casual,3
CUST-10286,62,Female,Cần Thơ,New,Formal,2
CUST-18814,40,Female,Biên Hòa,New,Elegant,0
CUST-54385,53,Female,Hà Nội,New,Classic,3
CUST-80443,47,Female,Biên Hòa,New,Formal,0
CUST-86013,49,Female,Hà Nội,New,Classic,2
CUST-86400,44,Female,Đà Nẵng,New,Classic,0
CUST-71741,50,Female,Hà Nội,Silver,Formal,7
CUST-89791,66,Female,Đà Nẵng,New,Elegant,3
CUST-78733,41,Female,TP. Hồ Chí Minh,New,Formal,1
CUST-19234,42,Female,Hà Nội,Gold,Classic,13
CUST-49226,41,Male,Hải Phòng,Silver,Casual,7
CUST-60309,65,Female,Cần Thơ,Gold,Classic,12
CUST-93837,48,Female,Hà Nội,Silver,Classic,6
CUST-79115,51,Female,Hải Phòng,New,Elegant,0
CUST-57133,48,Female,Hà Nội,Gold,Elegant,13
CUST-74541,44,Female,Hà Nội,Gold,Classic,7
CUST-67625,50,Female,Hà Nội,Silver,Classic,5
CUST-75477,71,Female,Đà Nẵng,Silver,Casual,1
CUST-17836,63,Female,Nha Trang,New,Elegant,2
CUST-55642,45,Male,Đà Nẵng,New,Elegant,4
CUST-46460,57,Male,Nha Trang,Silver,Elegant,10
CUST-43463,45,Female,Đà Nẵng,Silver,Classic,4
CUST-67020,40,Female,Nha Trang,New,Elegant,2
CUST-87545,60,Female,Vũng Tàu,New,Elegant,1
CUST-66893,61,Male,TP. Hồ Chí Minh,New,Casual,2
CUST-74757,60,Male,Hà Nội,New,Casual,1
CUST-87692,48,Female,Hà Nội,New,Casual,0
CUST-51477,50,Female,Đà Nẵng,Gold,Elegant,15
CUST-40251,57,Female,Đà Nẵng,New,Formal,3
CUST-28730,55,Female,Hà Nội,New,Casual,3
CUST-31522,48,Female,Đà Lạt,New,Casual,0
CUST-90573,40,Female,Biên Hòa,Silver,Elegant,8
CUST-96838,52,Female,TP. Hồ Chí Minh,Silver,Elegant,4
CUST-85843,60,Female,Hà Nội,Silver,Classic,7
CUST-91223,42,Female,Hà Nội,Gold,Elegant,15
CUST-27618,57,Female,TP. Hồ Chí Minh,Gold,Casual,17
CUST-70216,54,Female,Huế,Silver,Classic,5
CUST-25756,58,Female,Đà Nẵng,Silver,Elegant,6
CUST-33433,58,Female,Hà Nội,New,Elegant,3
CUST-94904,46,Female,TP. Hồ Chí Minh,Silver,Elegant,5
CUST-41757,40,Female,Hà Nội,New,Classic,2
CUST-23190,47,Female,TP. Hồ Chí Minh,Silver,Elegant,4
CUST-51396,59,Female,TP. Hồ Chí Minh,New,Classic,4
CUST-70274,47,Female,Hải Phòng,New,Elegant,3
CUST-24130,46,Female,Đà Nẵng,New,Classic,3
CUST-44881,40,Female,Huế,Silver,Formal,10
CUST-68054,66,Female,Hà Nội,Silver,Formal,4
CUST-88563,58,Female,Nha Trang,New,Classic,0
CUST-78193,58,Female,Hà Nội,Silver,Classic,3
CUST-18307,59,Female,TP. Hồ Chí Minh,New,Casual,0
CUST-92965,56,Female,Huế,Silver,Formal,3
CUST-46027,50,Female,Hải Phòng,New,Classic,1
CUST-47798,50,Female,Hà Nội,New,Elegant,0
CUST-55943,48,Female,TP. Hồ Chí Minh,Silver,Casual,5
CUST-41654,73,Female,Cần Thơ,Silver,Elegant,5
CUST-80302,56,Female,Biên Hòa,Silver,Casual,9
CUST-13106,48,Female,Hải Phòng,Silver,Elegant,6
CUST-11101,55,Male,Hà Nội,Gold,Elegant,13
CUST-93251,43,Female,TP. Hồ Chí Minh,New,Casual,2
CUST-55447,64,Female,Hà Nội,New,Casual,1
CUST-91628,46,Female,Hà Nội,Gold,Classic,14
CUST-47030,56,Female,Đà Nẵng,New,Formal,1
CUST-23229,60,Female,Nha Trang,Silver,Formal,7
CUST-96859,55,Female,Hà Nội,New,Classic,2
CUST-73383,52,Male,Nha Trang,New,Sporty,2
CUST-76988,52,Female,Cần Thơ,New,Classic,2
CUST-33642,51,Female,Cần Thơ,Silver,Elegant,2
CUST-60076,47,Female,TP. Hồ Chí Minh,Silver,Formal,3
CUST-77404,48,Female,TP. Hồ Chí Minh,New,Classic,2
CUST-98401,63,Female,Hà Nội,New,Formal,1
CUST-57049,51,Female,TP. Hồ Chí Minh,New,Elegant,0
CUST-69855,45,Female,TP. Hồ Chí Minh,New,Elegant,3
CUST-76396,47,Female,TP. Hồ Chí Minh,New,Elegant,2
CUST-44994,60,Female,Hà Nội,Gold,Casual,9
CUST-56398,57,Female,Hà Nội,New,Formal,2
CUST-58897,56,Female,Đà Lạt,New,Classic,0
CUST-26364,49,Female,Nha Trang,New,Elegant,0
CUST-63954,56,Female,TP. Hồ Chí Minh,New,Classic,4
CUST-64742,46,Female,Biên Hòa,New,Classic,2
CUST-32408,49,Male,TP. Hồ Chí Minh,Silver,Casual,6
CUST-84120,59,Female,TP. Hồ Chí Minh,Silver,Casual,3
CUST-87201,58,Female,Nha Trang,Silver,Elegant,7
CUST-84861,44,Female,TP. Hồ Chí Minh,New,Classic,0
CUST-30432,45,Female,TP. Hồ Chí Minh,Silver,Casual,5
CUST-23804,52,Male,TP. Hồ Chí Minh,Gold,Elegant,13
CUST-62628,65,Female,TP. Hồ Chí Minh,Gold,Classic,9
CUST-14586,40,Female,Hải Phòng,Gold,Casual,8
CUST-11604,54,Female,TP. Hồ Chí Minh,New,Classic,1
CUST-26765,40,Female,TP. Hồ Chí Minh,Gold,Elegant,18
CUST-83882,46,Female,TP. Hồ Chí Minh,Silver,Elegant,7
CUST-96293,49,Female,Đà Nẵng,Silver,Casual,7
CUST-68632,48,Female,Hà Nội,Silver,Elegant,5
CUST-40349,47,Male,Huế,Gold,Formal,11
CUST-36042,52,Female,Cần Thơ,New,Classic,1
CUST-21665,47,Female,TP. Hồ Chí Minh,Silver,Classic,8
CUST-62533,40,Female,Cần Thơ,Silver,Casual,6
CUST-49511,58,Female,Hà Nội,Silver,Classic,3
CUST-14463,58,Female,TP. Hồ Chí Minh,Silver,Elegant,7
CUST-73760,58,Female,TP. Hồ Chí Minh,New,Elegant,0
